s,a,r,s'
65,4,0,55
23,1,3,22
32,2,0,22
22,1,0,12
3,1,0,2
14,3,0,24
15,4,0,5
15,1,0,5
34,1,0,24
35,3,0,36
68,4,0,58
59,1,0,58
57,1,0,56
45,4,0,35
48,2,0,49
46,4,0,36
24,4,0,34
79,3,0,89
99,1,0,98
99,3,0,99
80,4,0,79
79,3,0,89
89,2,0,79
50,2,0,50
60,3,0,50
49,4,0,39
68,3,0,78
46,3,0,36
37,3,0,47
46,2,0,36
75,3,0,65
36,3,0,46
68,3,0,78
58,2,0,59
36,2,0,37
16,1,0,17
27,3,0,17
17,4,0,7
18,2,0,19
20,4,0,10
10,4,0,10
9,3,0,10
20,2,0,20
40,2,0,40
48,4,0,38
38,3,0,39
29,1,0,28
27,1,0,37
26,1,0,25
15,1,0,14
11,3,0,21
44,4,0,34
34,4,0,24
37,3,0,27
49,2,0,50
50,2,0,50
40,3,0,50
50,1,0,49
28,2,0,29
17,3,0,18
9,3,0,8
26,1,0,25
27,1,0,37
75,4,0,65
94,4,0,95
95,4,0,96
89,2,0,90
80,1,0,79
79,1,0,78
67,2,0,68
57,3,0,67
56,2,0,57
46,2,0,47
66,1,0,65
65,1,0,64
78,4,10,77
78,3,10,88
86,2,0,96
95,2,0,96
76,3,0,86
94,3,0,94
65,1,0,66
66,3,0,56
87,3,0,97
99,1,0,98
78,1,10,68
79,3,0,89
89,1,0,88
89,1,0,79
89,3,0,99
88,2,0,89
89,2,0,79
89,2,0,90
90,4,0,80
70,3,0,80
79,4,0,69
48,3,0,47
37,2,0,38
32,4,0,22
51,1,0,51
51,4,0,52
28,4,0,18
17,4,0,16
17,3,0,27
26,2,0,16
26,3,0,36
48,4,0,38
49,2,0,39
20,2,0,20
30,3,0,40
49,3,0,59
69,2,0,70
48,2,0,49
13,3,0,23
21,4,0,11
23,2,3,22
12,4,0,13
23,1,3,22
34,2,0,44
44,3,0,43
13,3,0,23
24,2,0,25
24,2,0,34
17,3,0,27
28,1,0,27
43,2,0,42
51,1,0,51
53,3,0,52
52,1,0,51
51,2,0,41
31,3,0,21
11,1,0,11
11,3,0,21
31,1,0,31
21,2,0,22
51,1,0,51
24,2,0,23
27,2,0,17
4,3,0,3
77,3,0,87
66,4,0,56
79,3,0,89
89,4,0,79
40,4,0,30
68,1,0,67
30,2,0,30
17,1,0,16
16,4,0,17
47,4,0,46
93,1,0,92
92,3,0,92
93,2,0,83
78,3,10,68
56,1,0,57
67,4,0,57
57,2,0,47
93,4,0,83
72,4,0,62
62,1,0,61
32,3,0,42
73,3,0,83
91,2,0,92
81,3,0,91
81,1,0,81
81,3,0,91
91,3,0,91
91,3,0,91
93,3,0,93
86,1,0,87
28,2,0,29
64,3,0,63
54,3,0,44
54,4,0,44
46,2,0,56
27,4,0,17
26,4,0,16
34,4,0,24
55,4,0,45
15,3,0,25
16,2,0,6
30,3,0,40
60,4,0,70
60,3,0,70
80,4,0,70
60,3,0,70
70,3,0,80
80,3,0,70
69,4,0,59
89,3,0,79
96,4,0,95
99,2,0,100
99,1,0,98
91,3,0,91
93,3,0,93
83,3,0,93
92,4,0,82
92,4,0,82
93,3,0,93
82,2,0,72
82,2,0,83
84,4,0,85
68,4,0,58
69,2,0,70
60,2,0,60
70,1,0,69
40,3,0,50
75,2,0,76
86,4,0,76
77,2,0,67
68,2,0,78
78,1,10,77
88,3,0,98
99,4,0,98
95,1,0,85
97,2,0,96
66,2,0,76
47,3,0,57
38,1,0,37
37,3,0,47
17,4,0,7
7,4,0,7
6,3,0,16
1,2,0,11
22,1,0,21
1,2,0,2
2,4,0,2
2,2,0,3
8,2,0,9
9,2,0,10
20,3,0,30
30,3,0,40
5,4,0,5
5,1,0,4
31,2,0,41
11,1,0,11
61,1,0,61
57,1,0,67
67,3,0,77
29,2,0,30
67,1,0,57
16,4,0,6
14,2,0,15
7,2,0,8
28,4,0,18
27,2,0,28
71,4,0,61
61,4,0,51
62,4,0,61
32,1,0,33
42,4,0,32
42,1,0,41
4,2,0,14
14,2,0,15
14,3,0,24
44,4,0,34
35,1,0,34
43,2,0,44
41,2,0,51
51,2,0,52
52,4,0,42
80,2,0,80
80,1,0,79
49,3,0,59
88,3,0,89
99,4,0,89
59,3,0,69
77,2,0,67
68,2,0,69
67,4,0,57
38,1,0,37
48,3,0,47
87,4,0,77
56,1,0,46
51,3,0,61
82,1,0,81
81,1,0,81
93,4,0,83
83,1,0,73
53,2,0,54
50,2,0,50
48,2,0,49
50,2,0,50
50,1,0,49
24,2,0,25
46,3,0,56
49,1,0,48
57,3,0,67
57,4,0,47
57,1,0,56
45,4,0,44
61,4,0,51
51,2,0,52
51,1,0,51
36,3,0,35
50,1,0,60
100,4,0,90
80,1,0,79
89,1,0,99
98,2,0,88
90,1,0,80
69,3,0,79
80,1,0,79
9,4,0,9
9,1,0,8
6,1,0,5
5,3,0,4
3,2,0,2
12,1,0,11
1,1,0,1
11,2,0,21
12,1,0,11
24,3,0,25
46,3,0,36
21,2,0,11
1,1,0,1
31,1,0,31
31,3,0,41
6,4,0,6
81,4,0,91
93,2,0,92
91,1,0,91
92,1,0,91
85,4,0,75
96,4,0,86
86,3,0,96
95,4,0,85
73,2,0,83
93,1,0,92
81,2,0,82
83,1,0,84
41,1,0,41
33,4,0,23
24,3,0,34
14,2,0,15
15,2,0,14
12,4,0,13
13,3,0,23
1,4,0,1
2,3,0,1
11,4,0,12
12,3,0,11
14,1,0,13
26,3,0,25
95,2,0,96
90,2,0,90
79,2,0,80
80,3,0,90
46,2,0,47
46,1,0,45
36,2,0,37
6,3,0,5
5,4,0,5
19,4,0,9
18,1,0,19
10,4,0,10
20,3,0,10
20,1,0,19
19,1,0,18
18,1,0,28
27,3,0,37
26,2,0,16
62,3,0,52
51,1,0,51
42,4,0,32
52,4,0,42
22,4,0,12
12,3,0,22
41,1,0,41
24,4,0,34
3,4,0,3
3,2,0,4
3,2,0,4
48,4,0,47
47,1,0,46
53,2,0,43
53,1,0,43
25,3,0,35
38,3,0,37
37,1,0,38
50,1,0,60
50,2,0,50
48,3,0,47
47,2,0,48
12,3,0,2
2,2,0,3
3,1,0,13
22,3,0,23
62,2,0,61
71,3,0,81
61,4,0,71
95,4,0,85
75,4,0,65
83,3,0,93
95,4,0,96
96,4,0,97
97,3,0,97
97,2,0,98
76,4,0,77
48,1,0,38
38,1,0,48
58,3,0,68
89,2,0,99
76,1,0,86
96,1,0,95
87,4,0,97
97,3,0,97
97,4,0,96
50,2,0,50
76,1,0,75
88,4,0,89
78,4,10,68
59,3,0,69
90,1,0,89
68,1,0,69
69,4,0,79
69,4,0,59
59,4,0,60
60,2,0,60
70,2,0,70
33,2,0,34
24,2,0,25
55,3,0,65
65,2,0,66
66,4,0,56
25,3,0,35
15,1,0,14
2,1,0,3
11,4,0,1
1,4,0,1
2,2,0,3
4,2,0,3
21,2,0,31
65,3,0,75
72,1,0,73
94,1,0,93
94,1,0,93
72,4,0,62
62,4,0,63
64,2,0,65
66,1,0,76
76,3,0,66
67,1,0,77
87,1,0,86
87,2,0,97
97,4,0,87
85,1,0,84
54,3,0,53
52,1,0,53
31,4,0,21
21,1,0,21
58,2,0,59
49,4,0,50
60,3,0,59
98,3,0,98
90,1,0,89
78,1,10,77
35,3,0,45
79,4,0,69
88,3,0,98
69,2,0,70
68,4,0,58
70,3,0,69
69,4,0,70
79,4,0,69
32,2,0,33
34,3,0,35
47,2,0,48
86,3,0,96
86,1,0,85
75,1,0,74
71,3,0,81
91,4,0,92
91,2,0,92
75,3,0,85
43,2,0,44
56,3,0,57
57,4,0,56
78,3,10,88
77,2,0,78
88,3,0,98
98,2,0,99
99,4,0,100
99,2,0,100
100,4,0,90
78,1,10,68
37,3,0,27
27,4,0,26
45,4,0,35
44,2,0,45
41,1,0,41
53,2,0,54
63,4,0,73
84,3,0,83
68,1,0,69
77,3,0,78
77,3,0,87
88,2,0,89
78,3,10,88
37,4,0,36
35,3,0,34
35,4,0,25
15,4,0,16
17,2,0,18
30,2,0,30
20,4,0,30
29,3,0,19
9,1,0,19
10,1,0,20
22,2,0,23
43,4,0,33
82,1,0,81
85,2,0,86
87,1,0,86
41,3,0,51
84,3,0,94
36,4,0,46
28,3,0,38
25,1,0,26
7,1,0,6
24,3,0,34
34,2,0,24
35,1,0,36
84,4,0,74
42,3,0,41
41,1,0,41
34,1,0,24
3,1,0,2
2,3,0,12
22,2,0,23
61,2,0,62
80,3,0,90
70,4,0,80
98,2,0,99
100,1,0,99
98,2,0,99
89,4,0,88
79,1,0,78
67,4,0,57
77,4,0,67
65,4,0,55
11,1,0,11
12,4,0,2
22,2,0,23
61,4,0,71
41,2,0,51
41,1,0,41
71,3,0,61
52,1,0,62
81,1,0,81
95,1,0,94
74,2,0,75
42,1,0,41
51,3,0,52
52,1,0,53
54,4,0,53
62,1,0,61
26,2,0,27
16,4,0,15
16,1,0,17
46,1,0,45
45,2,0,44
44,1,0,43
43,3,0,53
14,1,0,4
4,4,0,4
13,2,0,14
18,4,0,8
9,1,0,8
37,3,0,38
37,1,0,38
49,1,0,59
87,2,0,88
55,2,0,45
28,1,0,27
5,2,0,6
25,2,0,26
26,4,0,16
10,2,0,10
19,1,0,20
9,1,0,8
16,2,0,17
16,3,0,26
41,4,0,42
53,3,0,63
52,3,0,62
53,2,0,54
21,2,0,11
32,2,0,33
98,1,0,97
88,1,0,87
89,3,0,79
65,2,0,66
10,4,0,10
9,1,0,19
77,1,0,78
89,1,0,99
99,1,0,100
70,4,0,69
57,1,0,56
48,2,0,49
50,3,0,60
60,1,0,59
59,4,0,49
59,3,0,58
68,1,0,67
67,2,0,66
66,4,0,56
66,1,0,76
74,4,0,73
94,4,0,95
74,3,0,75
96,1,0,95
98,1,0,97
95,1,0,96
76,4,0,66
95,2,0,96
85,3,0,95
97,1,0,96
96,2,0,86
87,4,0,77
16,4,0,6
19,3,0,29
69,1,0,68
58,4,0,68
68,3,0,69
49,1,0,59
59,2,0,58
47,2,0,48
48,3,0,58
58,4,0,59
31,4,0,21
31,3,0,32
42,1,0,41
32,4,0,22
2,1,0,12
12,4,0,2
13,3,0,14
25,1,0,24
45,1,0,44
93,4,0,92
91,4,0,81
62,2,0,72
74,3,0,84
38,2,0,39
39,3,0,49
39,1,0,29
20,3,0,10
8,3,0,9
35,3,0,25
56,3,0,66
66,2,0,76
75,2,0,76
76,1,0,75
45,1,0,46
46,1,0,45
26,1,0,27
35,2,0,36
44,3,0,34
91,3,0,91
81,1,0,81
83,2,0,84
94,1,0,84
44,2,0,34
18,3,0,28
9,1,0,19
8,3,0,7
17,2,0,18
19,4,0,9
8,1,0,18
38,2,0,39
29,1,0,30
29,2,0,28
17,4,0,16
34,3,0,35
52,2,0,62
16,1,0,15
5,4,0,5
5,4,0,5
22,4,0,12
2,1,0,3
2,3,0,1
31,2,0,32
22,4,0,23
68,4,0,58
47,3,0,57
5,3,0,4
20,4,0,19
30,2,0,30
7,3,0,6
6,4,0,6
19,2,0,20
20,2,0,20
10,4,0,10
29,3,0,30
49,1,0,50
56,4,0,46
46,2,0,47
57,2,0,56
54,2,0,55
73,2,0,74
88,4,0,78
86,2,0,76
66,3,0,65
70,3,0,60
59,4,0,58
68,4,0,58
39,4,0,29
39,4,0,29
29,2,0,30
16,3,0,26
14,1,0,24
24,1,0,25
7,3,0,17
60,1,0,59
95,4,0,94
94,2,0,95
96,3,0,96
96,2,0,86
76,1,0,75
33,3,0,34
43,3,0,53
22,1,0,21
71,1,0,71
71,3,0,81
71,2,0,72
72,1,0,71
62,1,0,52
62,2,0,63
46,3,0,56
46,1,0,45
45,2,0,46
37,4,0,38
37,3,0,27
17,2,0,18
8,2,0,9
71,1,0,71
71,2,0,72
61,1,0,61
52,3,0,62
61,1,0,61
81,3,0,71
83,2,0,84
84,4,0,74
83,1,0,73
64,4,0,54
64,4,0,65
64,2,0,65
66,4,0,65
56,1,0,57
48,2,0,49
68,4,0,58
23,1,3,24
51,3,0,41
62,1,0,61
72,2,0,82
12,3,0,11
4,3,0,14
51,3,0,52
53,4,0,43
33,3,0,43
43,3,0,53
62,1,0,61
71,3,0,81
83,2,0,84
84,4,0,74
75,4,0,65
95,2,0,96
88,4,0,87
86,1,0,87
67,2,0,57
57,4,0,56
35,2,0,36
47,4,0,57
78,2,10,79
5,1,0,15
16,2,0,26
16,4,0,6
6,4,0,6
7,2,0,8
8,3,0,9
18,3,0,28
17,2,0,18
17,2,0,18
37,2,0,38
68,4,0,78
97,3,0,97
98,1,0,97
97,2,0,87
88,2,0,89
100,4,0,90
100,3,0,100
86,3,0,96
42,4,0,32
41,2,0,42
61,2,0,71
52,2,0,51
51,4,0,61
61,4,0,62
33,4,0,23
1,4,0,1
2,3,0,12
1,1,0,1
1,2,0,2
91,1,0,91
92,4,0,82
88,3,0,87
87,3,0,77
67,2,0,77
77,3,0,67
46,4,0,36
27,4,0,28
38,4,0,28
36,1,0,35
35,2,0,45
45,3,0,46
48,4,0,38
17,1,0,16
16,2,0,17
16,4,0,6
8,4,0,8
36,4,0,26
6,2,0,7
27,4,0,17
48,3,0,47
49,4,0,39
69,4,0,68
68,4,0,67
88,1,0,87
66,2,0,56
46,3,0,36
27,4,0,37
27,1,0,37
37,1,0,27
18,3,0,28
18,1,0,17
16,2,0,17
7,2,0,8
64,4,0,54
65,3,0,55
56,2,0,66
56,3,0,46
57,1,0,56
47,3,0,57
25,1,0,24
14,4,0,4
38,3,0,48
48,4,0,38
47,4,0,37
48,3,0,58
18,1,0,17
17,1,0,16
78,4,10,68
80,4,0,70
70,4,0,60
80,4,0,79
8,4,0,8
6,2,0,5
55,1,0,54
61,3,0,71
51,4,0,61
72,1,0,71
71,3,0,81
71,2,0,61
1,1,0,1
2,3,0,1
14,4,0,4
5,1,0,4
5,3,0,15
15,1,0,16
20,4,0,10
10,3,0,20
39,4,0,29
70,3,0,80
97,4,0,87
77,1,0,76
19,3,0,29
9,3,0,10
10,4,0,10
10,3,0,9
19,1,0,18
8,3,0,18
73,4,0,63
4,3,0,14
15,4,0,16
16,2,0,17
5,1,0,4
2,3,0,12
53,4,0,43
33,3,0,43
42,3,0,41
41,1,0,41
61,3,0,71
37,3,0,47
38,4,0,28
28,3,0,38
69,2,0,70
70,4,0,60
49,3,0,39
38,1,0,37
69,4,0,70
60,1,0,70
40,1,0,50
50,2,0,50
88,3,0,89
90,1,0,80
89,4,0,79
70,3,0,69
49,1,0,50
28,4,0,18
7,3,0,17
47,4,0,37
37,3,0,47
47,3,0,57
53,2,0,54
56,3,0,66
36,4,0,46
47,1,0,46
89,4,0,79
90,1,0,89
87,1,0,77
52,1,0,62
52,2,0,53
23,3,3,33
50,4,0,40
20,2,0,20
20,4,0,10
10,4,0,10
10,1,0,9
28,2,0,29
19,3,0,20
8,2,0,7
7,4,0,7
8,3,0,18
28,1,0,27
27,3,0,37
37,4,0,47
46,3,0,56
76,3,0,75
65,2,0,64
52,3,0,51
51,3,0,61
99,3,0,99
99,4,0,98
49,2,0,50
86,1,0,85
95,3,0,95
74,4,0,64
56,4,0,46
36,2,0,37
67,1,0,66
60,4,0,59
4,1,0,3
12,4,0,2
14,1,0,13
12,2,0,2
2,4,0,2
3,2,0,4
7,2,0,17
8,3,0,18
94,3,0,94
76,4,0,77
30,1,0,20
10,1,0,9
9,3,0,10
20,3,0,10
8,3,0,7
7,4,0,7
15,3,0,25
44,3,0,54
54,1,0,44
44,4,0,54
54,1,0,53
31,2,0,32
31,4,0,21
11,1,0,11
45,1,0,46
91,4,0,92
81,2,0,82
92,2,0,93
82,1,0,81
54,4,0,44
26,3,0,36
13,2,0,3
2,2,0,3
2,2,0,3
56,1,0,55
55,3,0,65
65,2,0,64
72,4,0,62
61,4,0,71
62,1,0,63
42,4,0,32
54,3,0,64
55,4,0,45
56,2,0,55
96,2,0,97
67,4,0,57
64,2,0,65
83,3,0,93
83,2,0,73
96,2,0,86
96,4,0,95
92,2,0,93
72,1,0,82
69,4,0,59
49,2,0,50
95,3,0,95
54,4,0,55
44,4,0,54
34,1,0,33
33,3,0,43
43,2,0,44
70,3,0,80
80,2,0,80
48,4,0,38
9,4,0,9
76,1,0,66
66,1,0,65
92,2,0,93
73,1,0,72
71,2,0,72
72,1,0,73
71,2,0,72
84,3,0,94
18,4,0,17
19,2,0,20
10,2,0,10
10,2,0,10
8,2,0,9
19,4,0,29
15,3,0,16
7,3,0,6
6,4,0,6
16,2,0,17
17,1,0,18
3,4,0,3
2,2,0,3
17,4,0,7
16,3,0,26
25,3,0,24
54,2,0,55
72,1,0,71
82,1,0,81
81,2,0,82
78,4,10,68
56,2,0,57
55,1,0,54
54,4,0,64
65,3,0,75
53,2,0,54
53,2,0,54
1,2,0,2
33,2,0,32
93,1,0,94
64,1,0,63
63,1,0,62
76,3,0,86
96,4,0,86
87,3,0,86
86,3,0,87
77,2,0,78
89,1,0,88
72,2,0,73
93,1,0,83
62,1,0,72
74,3,0,84
66,4,0,65
65,2,0,66
27,1,0,26
100,1,0,90
69,2,0,79
59,3,0,69
97,3,0,97
95,1,0,94
63,2,0,64
53,1,0,63
55,2,0,56
66,3,0,76
86,4,0,76
86,4,0,85
93,1,0,94
81,1,0,81
72,3,0,73
73,3,0,83
93,3,0,93
92,1,0,91
93,4,0,92
85,1,0,86
59,2,0,60
18,3,0,28
28,1,0,38
30,1,0,20
29,3,0,39
39,4,0,40
30,4,0,40
30,2,0,30
9,4,0,9
10,4,0,10
29,2,0,30
50,1,0,49
49,3,0,48
37,3,0,47
47,4,0,37
59,2,0,49
49,3,0,59
49,1,0,48
70,3,0,80
70,2,0,70
50,1,0,49
40,3,0,50
60,3,0,70
48,1,0,58
56,3,0,66
66,3,0,56
87,4,0,77
88,4,0,78
65,3,0,75
63,3,0,62
61,2,0,62
93,4,0,83
91,3,0,91
62,4,0,61
61,2,0,71
62,1,0,61
73,3,0,83
94,1,0,95
82,1,0,81
92,1,0,91
82,2,0,81
92,3,0,92
94,3,0,94
94,2,0,84
95,2,0,96
95,2,0,85
64,1,0,74
63,4,0,73
25,3,0,35
6,4,0,6
7,2,0,6
6,3,0,16
19,1,0,18
7,2,0,17
17,3,0,27
26,2,0,25
51,3,0,52
61,4,0,51
14,1,0,13
12,3,0,22
33,4,0,23
33,1,0,23
34,3,0,24
27,3,0,17
17,3,0,27
27,3,0,37
38,4,0,28
26,4,0,16
31,1,0,31
53,4,0,43
53,3,0,52
42,4,0,43
5,2,0,6
10,4,0,10
10,2,0,10
97,2,0,98
85,1,0,84
84,2,0,85
54,2,0,55
46,3,0,56
17,4,0,7
7,1,0,6
14,3,0,13
32,3,0,42
67,2,0,68
68,4,0,69
50,2,0,50
50,1,0,40
60,4,0,50
50,1,0,40
60,2,0,60
60,1,0,59
36,2,0,37
16,1,0,15
81,4,0,71
82,4,0,83
83,1,0,82
62,3,0,61
63,4,0,53
53,4,0,63
93,1,0,92
61,1,0,61
73,1,0,72
83,3,0,82
71,1,0,71
61,4,0,51
31,4,0,21
43,3,0,53
52,2,0,53
24,2,0,25
25,3,0,26
16,1,0,15
52,3,0,62
63,4,0,53
81,1,0,81
63,2,0,53
64,3,0,74
87,1,0,86
51,3,0,61
92,2,0,82
83,2,0,73
83,1,0,73
81,3,0,82
84,4,0,74
82,4,0,72
72,4,0,62
97,4,0,87
89,1,0,88
90,2,0,90
46,4,0,36
35,2,0,34
6,1,0,5
4,1,0,3
4,4,0,4
18,4,0,8
18,1,0,28
17,1,0,16
24,4,0,34
22,2,0,32
23,3,3,33
26,1,0,25
15,4,0,16
26,2,0,27
40,3,0,50
29,4,0,19
83,4,0,73
73,3,0,72
72,2,0,82
70,4,0,60
90,1,0,80
80,3,0,90
69,3,0,79
78,3,10,77
76,1,0,86
86,2,0,87
87,4,0,86
87,4,0,77
66,2,0,67
36,4,0,26
15,2,0,16
43,2,0,44
93,2,0,94
78,4,10,68
68,4,0,67
77,4,0,76
58,1,0,57
48,3,0,58
68,2,0,69
40,2,0,40
40,2,0,40
29,1,0,28
10,2,0,10
40,1,0,39
17,4,0,7
6,2,0,5
5,1,0,4
4,4,0,4
81,4,0,71
39,2,0,40
40,4,0,39
28,3,0,38
16,2,0,17
17,3,0,27
17,3,0,27
28,3,0,29
30,3,0,40
60,4,0,50
40,4,0,30
29,2,0,30
39,4,0,29
18,3,0,19
98,3,0,98
89,2,0,90
78,4,10,88
87,2,0,77
89,4,0,99
79,1,0,69
58,2,0,59
49,3,0,50
59,1,0,58
39,1,0,38
50,1,0,49
36,3,0,46
75,1,0,74
44,4,0,34
2,4,0,2
3,3,0,2
6,2,0,16
27,1,0,26
36,4,0,35
56,4,0,46
37,3,0,47
58,4,0,57
95,3,0,95
95,1,0,85
93,2,0,92
65,2,0,66
46,3,0,56
46,3,0,56
56,1,0,46
75,2,0,85
85,2,0,86
74,4,0,64
53,3,0,54
55,4,0,45
46,1,0,45
46,1,0,47
47,3,0,57
28,1,0,27
35,4,0,25
33,3,0,43
19,3,0,18
7,2,0,8
60,4,0,50
60,4,0,50
60,2,0,60
30,2,0,30
20,4,0,10
10,2,0,10
9,2,0,10
9,4,0,9
74,1,0,73
82,2,0,83
83,4,0,73
43,4,0,33
42,1,0,41
43,2,0,33
33,3,0,43
25,3,0,35
55,2,0,65
74,2,0,64
18,1,0,17
99,1,0,98
85,2,0,75
76,2,0,75
74,2,0,75
74,3,0,84
92,4,0,82
92,2,0,93
47,3,0,57
57,3,0,56
66,1,0,56
55,4,0,45
77,4,0,87
87,4,0,86
62,4,0,52
33,3,0,43
42,3,0,52
72,3,0,71
83,1,0,82
82,2,0,92
44,2,0,45
46,2,0,47
81,4,0,71
91,3,0,91
46,4,0,47
58,2,0,59
66,2,0,65
65,1,0,64
67,2,0,68
46,1,0,47
38,3,0,48
70,3,0,60
20,4,0,10
16,1,0,26
39,2,0,40
49,4,0,39
20,4,0,30
60,4,0,59
60,2,0,60
80,1,0,90
60,1,0,59
35,1,0,34
34,4,0,24
54,1,0,53
64,2,0,54
55,1,0,54
56,2,0,57
47,4,0,37
17,3,0,27
25,2,0,26
16,3,0,17
7,2,0,8
8,2,0,9
16,3,0,26
77,3,0,67
61,2,0,51
63,4,0,73
31,1,0,31
31,2,0,32
2,3,0,12
2,3,0,1
22,1,0,23
13,1,0,12
12,3,0,22
12,1,0,11
52,2,0,42
56,2,0,57
58,1,0,57
57,1,0,58
3,3,0,13
5,2,0,15
33,3,0,43
33,1,0,34
88,1,0,98
88,1,0,87
46,2,0,47
48,2,0,49
49,1,0,48
28,2,0,29
29,2,0,19
7,4,0,7
8,2,0,18
29,4,0,39
80,4,0,70
11,3,0,21
83,1,0,82
81,4,0,82
94,1,0,93
93,3,0,93
91,4,0,92
84,3,0,94
84,3,0,74
95,3,0,95
83,4,0,82
81,1,0,81
81,4,0,82
82,2,0,83
83,1,0,82
83,4,0,84
87,2,0,97
77,2,0,76
75,4,0,65
65,4,0,55
76,3,0,86
89,4,0,79
98,4,0,88
89,3,0,99
88,1,0,87
87,1,0,88
32,1,0,42
61,3,0,62
61,3,0,71
72,3,0,82
91,3,0,91
44,1,0,45
36,4,0,26
37,2,0,47
60,1,0,70
80,2,0,80
97,3,0,97
32,4,0,22
22,2,0,23
33,2,0,34
22,1,0,21
62,3,0,72
71,3,0,81
81,2,0,82
72,4,0,62
43,4,0,33
89,1,0,88
90,1,0,89
90,3,0,100
100,3,0,100
18,1,0,17
9,2,0,8
9,4,0,9
9,2,0,10
19,1,0,18
28,4,0,18
29,2,0,30
30,4,0,29
10,4,0,10
19,3,0,29
20,2,0,20
20,3,0,10
10,3,0,9
10,2,0,10
48,3,0,58
45,3,0,46
56,1,0,57
68,3,0,78
42,3,0,52
62,1,0,61
62,1,0,72
82,3,0,72
92,3,0,92
56,2,0,55
54,4,0,44
66,1,0,67
60,2,0,60
70,2,0,70
90,2,0,90
69,3,0,79
89,2,0,88
89,3,0,88
84,4,0,74
64,1,0,65
65,1,0,55
88,4,0,89
89,3,0,79
100,1,0,99
100,2,0,100
100,1,0,90
90,2,0,90
29,1,0,28
29,4,0,19
20,2,0,20
10,3,0,9
47,3,0,57
12,1,0,11
15,1,0,14
14,2,0,15
15,2,0,16
25,1,0,24
13,3,0,14
15,3,0,25
43,2,0,33
39,1,0,38
1,3,0,2
2,3,0,3
3,4,0,3
4,3,0,14
23,4,3,24
13,1,0,12
17,2,0,18
39,3,0,49
69,1,0,70
70,4,0,69
67,3,0,68
90,1,0,100
89,1,0,88
88,3,0,98
97,2,0,87
85,3,0,84
97,4,0,87
77,3,0,87
89,4,0,79
85,4,0,75
95,2,0,96
75,1,0,74
90,3,0,100
88,2,0,87
91,1,0,91
52,4,0,42
24,4,0,25
15,3,0,25
73,1,0,72
32,3,0,33
3,4,0,3
22,4,0,21
2,3,0,12
12,4,0,11
21,3,0,22
23,3,3,24
23,3,3,33
51,2,0,61
85,3,0,95
85,2,0,86
88,3,0,98
98,2,0,88
90,3,0,100
99,1,0,89
60,4,0,59
60,2,0,60
60,2,0,60
69,2,0,70
60,4,0,70
60,1,0,59
37,1,0,36
18,2,0,19
38,1,0,28
13,4,0,3
3,1,0,4
1,2,0,2
16,4,0,17
9,4,0,9
19,2,0,18
17,3,0,27
17,2,0,16
18,4,0,19
30,1,0,29
39,3,0,29
19,1,0,18
25,1,0,24
25,4,0,15
30,4,0,29
5,1,0,4
41,4,0,42
42,3,0,41
32,3,0,42
52,3,0,51
62,4,0,52
65,4,0,55
28,1,0,27
47,3,0,57
57,4,0,47
59,3,0,69
78,2,10,77
97,4,0,87
68,1,0,67
98,3,0,98
90,2,0,90
90,2,0,90
88,3,0,98
85,1,0,84
87,4,0,86
86,1,0,76
95,3,0,95
94,4,0,84
84,3,0,94
44,1,0,43
45,4,0,35
45,1,0,44
55,3,0,65
66,2,0,67
68,2,0,69
69,1,0,68
50,2,0,50
50,1,0,49
76,2,0,77
68,4,0,58
80,2,0,80
58,3,0,59
67,1,0,68
68,2,0,69
40,1,0,39
39,4,0,29
29,1,0,28
18,1,0,17
88,3,0,98
66,4,0,56
47,2,0,48
67,3,0,57
69,4,0,59
67,4,0,57
40,4,0,30
18,3,0,28
18,1,0,17
51,3,0,61
48,4,0,47
47,4,0,37
37,3,0,27
17,1,0,7
19,1,0,18
4,1,0,5
16,4,0,6
60,3,0,50
45,2,0,46
46,2,0,36
36,2,0,37
50,3,0,60
89,1,0,88
36,1,0,35
45,4,0,44
53,4,0,43
53,2,0,54
58,1,0,57
27,3,0,37
29,1,0,28
28,4,0,18
18,4,0,28
3,4,0,3
3,2,0,2
13,2,0,14
14,2,0,24
5,2,0,6
6,1,0,5
6,2,0,7
18,1,0,17
5,1,0,15
17,1,0,16
25,1,0,24
29,2,0,19
18,1,0,17
16,4,0,26
19,2,0,9
19,2,0,20
20,3,0,10
26,1,0,25
44,4,0,54
21,4,0,11
2,1,0,1
1,2,0,11
11,3,0,12
12,1,0,11
1,3,0,2
100,2,0,100
100,2,0,100
78,1,10,68
67,3,0,77
90,4,0,80
66,3,0,76
75,3,0,85
74,1,0,73
87,1,0,86
94,4,0,93
93,1,0,83
72,2,0,73
72,3,0,71
71,4,0,61
42,4,0,32
32,2,0,22
12,1,0,2
33,1,0,43
45,2,0,46
53,3,0,63
84,3,0,83
21,2,0,22
13,3,0,3
3,1,0,2
75,4,0,76
94,2,0,84
86,4,0,85
67,2,0,68
68,4,0,58
7,2,0,8
56,1,0,55
46,2,0,45
11,2,0,12
13,1,0,12
1,1,0,1
1,4,0,1
21,3,0,22
22,3,0,21
22,1,0,21
21,3,0,22
42,1,0,43
36,4,0,46
57,4,0,67
66,3,0,76
53,1,0,52
31,1,0,31
70,4,0,69
79,2,0,80
60,1,0,59
59,4,0,49
59,3,0,69
28,4,0,18
18,3,0,28
